Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontage_null,MasVnrArea_null,GarageYrBlt_null
1178,50,RM,4.23410650459726,8.281470857895167,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,83.0,5.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,468.0,Unf,0.0,350.0,818.0,GasA,TA,Y,SBrkr,6.706862336602747,406.0,0,7.1098794630722715,0,0,1,0,3,1,TA,5,Typ,0,Missing,Detchd,83.0,Unf,1,210.0,TA,TA,N,0.0,0.0,116.0,0,0.0,0,Missing,0,12,2009,WD,Normal,11.652687407345388,1,0,0
1179,50,RL,3.9889840465642745,8.946505025998682,Pave,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,88.0,59.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,731.0,731.0,GasA,Ex,Y,SBrkr,6.709304340258298,523.0,0,7.202661196523238,0,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,88.0,Unf,1,186.0,Fa,TA,Y,192.0,0.0,102.0,0,0.0,0,Missing,0,7,2009,WD,Normal,11.95053502640496,0,0,0
1180,20,RL,4.343805421853684,9.028218795184895,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,52.0,52.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Slab,Missing,Missing,Missing,Missing,0.0,Missing,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,7.024649030453636,0.0,0,7.024649030453636,0,0,1,0,3,1,TA,5,Min2,1,Gd,Missing,26.0,Missing,0,0.0,Missing,Missing,N,0.0,36.0,190.0,0,0.0,0,Missing,0,4,2006,WD,Normal,11.440354772135393,0,0,1
1181,60,RL,4.23410650459726,9.320986892063246,Pave,IR2,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,16.0,15.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Rare,Gd,TA,No,LwQ,1216.0,Unf,0.0,0.0,1216.0,GasA,Ex,Y,SBrkr,7.168579897264035,1216.0,0,7.829630389150193,0,0,2,1,4,1,TA,8,Typ,0,Missing,Attchd,16.0,Fin,2,693.0,TA,TA,Y,0.0,0.0,0.0,0,0.0,0,GdPrv,0,4,2006,WD,Normal,12.429216196844383,1,0,0
1182,120,RM,4.1588830833596715,8.628197749459149,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,0.0,0.0,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1480.0,Unf,0.0,120.0,1600.0,GasA,Ex,Y,SBrkr,7.409741954080923,0.0,0,7.409741954080923,1,1,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,0.0,Fin,2,482.0,TA,TA,Y,162.0,53.0,0.0,153,0.0,0,Missing,0,11,2008,New,Partial,12.8802918162046,0,0,0
1183,60,RL,5.075173815233827,9.656499466411903,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,11.0,11.0,Hip,CompShg,Wd Sdng,Rare,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,383.5,Unf,0.0,300.0,991.5,GasA,Ex,Y,SBrkr,7.787796878181171,0.0,0,7.288927694521257,1,0,3,1,4,1,Ex,10,Typ,2,TA,Attchd,11.0,Fin,3,813.0,TA,TA,Y,171.0,78.0,0.0,0,0.0,555,MnPrv,0,7,2007,WD,Abnorml,13.521139497361697,0,0,0
1184,30,RL,4.0943445622221,9.287301413112312,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,86.0,56.0,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,821.0,Unf,0.0,299.0,1120.0,GasA,Ex,Y,SBrkr,7.029972911706386,0.0,0,7.029972911706386,1,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,36.0,Unf,2,720.0,TA,TA,Y,229.0,0.0,0.0,0,0.0,0,Missing,0,6,2006,WD,Normal,11.695247021764184,0,0,0
1185,20,RL,3.912023005428146,10.466896138710247,Rare,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5,4,44.0,44.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,226.0,TA,TA,CBlock,TA,TA,Gd,Rec,1159.0,Unf,0.0,413.0,1572.0,GasA,Gd,Y,SBrkr,7.360103972989152,0.0,0,7.360103972989152,1,0,1,1,3,1,TA,5,Typ,2,TA,Rare,44.0,RFn,3,995.0,TA,TA,Y,0.0,25.0,0.0,0,0.0,0,Missing,0,5,2007,WD,Normal,12.137258329529814,0,0,0
1186,50,RL,4.0943445622221,9.183791036742646,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,82.0,56.0,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,392.0,Unf,0.0,392.0,784.0,GasA,Gd,Y,SBrkr,6.855408798609928,272.0,0,7.107425474110705,1,0,1,0,4,1,TA,7,Typ,0,Missing,Attchd,41.0,Unf,1,392.0,TA,TA,Y,0.0,0.0,0.0,0,0.0,0,Missing,0,3,2006,WD,Normal,11.560762794384388,0,0,0
1187,190,RL,4.672828834461906,9.270023374137356,Pave,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,Rare,2fmCon,2Story,3,5,109.0,39.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,440.0,Unf,0.0,538.0,978.0,GasA,TA,Y,SBrkr,6.921658184151129,685.0,0,7.4377951216719325,1,0,2,0,3,2,TA,7,Typ,0,Missing,Rare,89.0,Unf,2,420.0,Fa,Fa,Y,0.0,74.0,0.0,0,0.0,0,Missing,0,8,2009,WD,Abnorml,11.461632170582678,0,0,0
1188,20,RL,4.48863636973214,9.430359045942868,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,12.0,11.0,Gable,CompShg,Rare,Rare,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1456.0,Unf,0.0,168.0,1624.0,GasA,Ex,Y,SBrkr,7.392647520721623,0.0,0,7.392647520721623,1,0,2,0,2,1,Gd,5,Typ,1,Fa,Attchd,12.0,RFn,3,757.0,TA,TA,Y,0.0,114.0,192.0,0,0.0,0,GdPrv,0,7,2006,WD,Normal,12.476099782743233,0,0,0
1189,60,RL,4.219507705176107,9.097731427593528,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,7.0,7.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,831.0,831.0,GasA,Ex,Y,SBrkr,6.7226297948554485,829.0,0,7.414572881350589,0,0,2,1,3,1,Gd,7,Typ,0,Missing,Attchd,7.0,RFn,2,493.0,TA,TA,Y,144.0,68.0,0.0,0,0.0,0,Missing,0,7,2009,WD,Normal,12.180754837545884,0,0,0
1190,60,RL,4.0943445622221,8.922658299524402,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,11.0,11.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,994.0,994.0,GasA,Gd,Y,SBrkr,6.93537044601511,776.0,0,7.4977617006225685,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,11.0,Fin,2,442.0,TA,TA,Y,140.0,60.0,0.0,0,0.0,0,Missing,0,6,2010,WD,Normal,12.14950229404178,0,0,0
1191,190,RL,4.23410650459726,10.387856258239758,Pave,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,2fmCon,1Story,4,4,46.0,32.0,Gable,CompShg,MetalSd,MetalSd,Stone,149.0,TA,Gd,CBlock,TA,TA,Av,BLQ,1159.0,Unf,0.0,90.0,1249.0,GasA,Ex,Y,SBrkr,7.3914152346753585,0.0,0,7.3914152346753585,1,0,1,0,3,1,TA,7,Typ,1,TA,Rare,32.0,Fin,4,480.0,TA,TA,Y,439.0,0.0,0.0,0,0.0,0,Missing,0,3,2007,WD,Normal,12.031719258385396,1,0,0
1192,160,FV,4.23410650459726,7.8804263442924,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,8.0,7.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,776.0,776.0,GasA,Ex,Y,SBrkr,6.638567789166521,677.0,0,7.273092595999522,0,0,2,1,2,1,Gd,5,Typ,0,Missing,Detchd,8.0,Unf,2,492.0,TA,TA,Y,206.0,0.0,0.0,0,0.0,0,Missing,0,11,2007,WD,Normal,12.066810578196666,0,0,0
1193,50,RM,4.0943445622221,9.169518377455928,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,82.0,13.0,Rare,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Mn,Unf,0.0,Unf,0.0,702.0,702.0,GasA,Gd,Y,SBrkr,6.7357800142423265,630.0,0,7.294377299288821,0,0,1,0,3,1,Gd,6,Typ,0,Missing,Detchd,82.0,Unf,1,250.0,TA,Fa,P,0.0,0.0,84.0,0,0.0,0,GdWo,0,7,2007,WD,Normal,11.736069016284437,0,0,0
1194,120,RM,4.23410650459726,8.411832675758411,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,10.0,10.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.0,TA,TA,PConc,Ex,TA,No,GLQ,883.0,Unf,0.0,341.0,1224.0,GasA,Ex,Y,SBrkr,7.1098794630722715,0.0,0,7.1098794630722715,1,0,2,0,2,1,TA,5,Typ,0,Missing,Attchd,10.0,Fin,2,402.0,TA,TA,Y,0.0,25.0,0.0,0,0.0,0,Missing,0,6,2009,WD,Normal,12.013700752882718,1,0,0
1195,60,RL,4.382026634673881,9.144627828610801,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,41.0,41.0,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,TA,TA,CBlock,TA,TA,No,ALQ,371.0,Unf,0.0,292.0,663.0,GasA,TA,Y,SBrkr,6.4967749901858625,689.0,0,7.20934025660291,0,0,1,1,4,1,TA,7,Typ,0,Missing,Attchd,41.0,Fin,1,299.0,TA,TA,Y,379.0,36.0,0.0,0,0.0,0,MnPrv,0,3,2010,WD,Normal,11.970350312009105,0,0,0
1196,60,RL,3.9318256327243257,8.990815266184685,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,3.0,3.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,728.0,728.0,GasA,Ex,Y,SBrkr,6.590301048196686,728.0,0,7.283448228756631,0,0,2,1,3,1,Gd,8,Typ,0,Missing,Attchd,3.0,Fin,2,400.0,TA,TA,Y,100.0,24.0,0.0,0,0.0,0,Missing,0,7,2008,WD,Normal,12.078239274020289,0,0,0
1197,60,RL,4.060443010546419,9.550662331752143,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,0.0,0.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,879.0,879.0,GasA,Ex,Y,SBrkr,6.778784897685177,984.0,0,7.529943370601589,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,0.0,Fin,3,660.0,TA,TA,Y,100.0,17.0,0.0,0,0.0,0,Missing,0,11,2006,New,Partial,12.297785453453374,0,0,0
1198,75,RM,4.174387269895637,9.088172738001974,Pave,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,Rare,7,6,90.0,56.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,815.0,815.0,GasA,Ex,Y,SBrkr,6.703188113240863,875.0,0,7.432483807917119,0,0,1,0,3,1,TA,7,Typ,1,Gd,Detchd,90.0,Unf,1,225.0,TA,TA,Y,0.0,0.0,0.0,0,0.0,0,Missing,0,7,2006,Rare,Normal,11.877568578558138,0,0,0
1199,20,RL,4.248495242049359,9.116029692504942,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,8.0,8.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1212.0,1212.0,GasA,Ex,Y,SBrkr,7.10002716662926,0.0,0,7.10002716662926,0,0,2,0,3,1,Gd,6,Typ,0,Missing,Attchd,8.0,RFn,2,573.0,TA,TA,Y,356.0,0.0,0.0,0,0.0,0,Missing,0,6,2009,WD,Normal,12.089538829274222,0,0,0
1200,20,RL,4.31748811353631,9.326789184619429,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,5,43.0,27.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,51.0,TA,TA,CBlock,TA,TA,No,Rec,547.0,Unf,0.0,504.0,1051.0,GasA,Gd,Y,SBrkr,7.231287004327616,0.0,0,7.231287004327616,0,0,1,1,3,1,TA,6,Typ,1,Po,Attchd,32.0,Unf,2,459.0,TA,TA,Y,0.0,82.0,0.0,0,0.0,0,Missing,0,10,2006,WD,Normal,11.904967552746252,0,0,0
1201,20,RL,4.2626798770413155,9.143452426434552,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,36.0,36.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,864.0,864.0,GasA,Gd,Y,SBrkr,6.761572768804055,0.0,0,6.761572768804055,0,0,1,0,3,1,TA,5,Typ,0,Missing,Attchd,34.0,Unf,1,280.0,TA,TA,Y,0.0,0.0,0.0,0,0.0,0,Missing,0,7,2006,Rare,Abnorml,11.661776411702583,0,0,0
1202,60,RL,4.382026634673881,9.249561085129464,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,11.0,11.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,866.0,866.0,GasA,Ex,Y,SBrkr,6.763884908562435,913.0,0,7.483806687665835,0,0,2,1,3,1,Gd,6,Typ,0,Missing,Attchd,11.0,RFn,2,546.0,TA,TA,Y,198.0,36.0,0.0,0,0.0,0,Missing,0,3,2009,WD,Normal,12.195517131590657,0,0,0
1203,50,RM,3.912023005428146,8.699514748210191,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,84.0,12.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,884.0,884.0,GasA,Ex,Y,SBrkr,6.784457062637643,464.0,0,7.206377291472252,1,0,1,0,3,1,TA,5,Typ,1,Fa,Detchd,49.0,Unf,1,216.0,TA,TA,N,0.0,0.0,0.0,0,0.0,0,Missing,0,5,2009,WD,Normal,11.669929213779893,0,0,0
1204,20,RL,4.31748811353631,9.185022563991893,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,9.0,8.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1630.0,1630.0,GasA,Ex,Y,SBrkr,7.396335293800808,0.0,0,7.396335293800808,0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,9.0,Unf,2,451.0,TA,TA,Y,74.0,234.0,0.0,0,0.0,0,Missing,0,10,2009,WD,Normal,12.269047444691562,0,0,0
1205,20,RL,4.356708826689592,9.224243277145174,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,31.0,31.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,788.0,Unf,0.0,268.0,1056.0,GasA,Ex,Y,SBrkr,6.97914527506881,0.0,0,6.97914527506881,1,0,1,1,3,1,TA,6,Typ,0,Missing,Attchd,31.0,RFn,2,495.0,TA,TA,Y,0.0,88.0,0.0,0,0.0,0,MnPrv,0,7,2006,WD,Normal,11.941455846009388,0,0,0
1206,20,RL,4.499809670330265,9.594513744616725,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,7,19.0,18.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,234.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,485.0,BLQ,177.0,1496.0,2158.0,GasA,Gd,Y,SBrkr,7.694392802629421,0.0,0,7.694392802629421,0,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,19.0,RFn,3,701.0,TA,TA,Y,84.0,70.0,0.0,0,0.0,0,Missing,0,6,2009,WD,Normal,12.513189630620563,0,0,0
1207,20,RH,4.23410650459726,9.093806555720231,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4,4,40.0,40.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,1056.0,Unf,0.0,0.0,1056.0,GasA,TA,Y,SBrkr,6.962243464266207,0.0,0,6.962243464266207,1,0,1,0,2,1,TA,5,Typ,0,Missing,Detchd,40.0,Unf,1,384.0,TA,TA,Y,0.0,42.0,0.0,0,0.0,0,MnPrv,0,11,2006,WD,Normal,11.580584113444043,1,0,0
1208,20,RL,4.248495242049359,9.119868468812108,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,3.0,3.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,340.0,Unf,0.0,1342.0,1682.0,GasA,Ex,Y,SBrkr,7.438383530044307,0.0,0,7.438383530044307,1,0,2,0,3,1,Gd,7,Typ,0,Missing,Attchd,3.0,RFn,2,544.0,TA,TA,Y,192.0,23.0,0.0,0,0.0,0,Missing,0,5,2006,WD,Normal,12.206072645530174,0,0,0
1209,20,RL,4.248495242049359,8.95712413640568,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,46.0,28.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,504.0,BLQ,108.0,319.0,931.0,GasA,TA,Y,SBrkr,7.1569563646156364,0.0,0,7.1569563646156364,1,0,1,0,3,1,TA,6,Typ,0,Missing,Detchd,28.0,Unf,2,506.0,TA,TA,Y,0.0,0.0,0.0,0,0.0,0,Missing,0,10,2008,WD,Normal,11.84939770159144,0,0,0
1210,20,RL,4.442651256490317,9.228376734462282,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Rare,Norm,1Fam,1Story,8,5,0.0,0.0,Hip,CompShg,VinylSd,VinylSd,Stone,420.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1220.0,Unf,0.0,440.0,1660.0,GasA,Ex,Y,SBrkr,7.414572881350589,0.0,0,7.414572881350589,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,0.0,RFn,2,500.0,TA,TA,Y,322.0,50.0,0.0,0,0.0,0,Missing,0,5,2006,New,Partial,12.577636201962656,0,0,0
1211,60,RL,4.248495242049359,9.325274910068282,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,18.0,18.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1055.0,1055.0,GasA,Ex,Y,SBrkr,6.961296045910167,790.0,0,7.520234556474628,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,18.0,RFn,2,462.0,TA,TA,Y,0.0,104.0,0.0,0,0.0,0,GdPrv,400,5,2010,WD,Normal,12.14950229404178,0,0,0
1212,50,RL,5.0238805208462765,9.403766708502243,Pave,IR1,Bnk,AllPub,Inside,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,8,7,22.0,5.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,Rare,Gd,TA,Av,GLQ,427.0,Unf,0.0,132.0,559.0,GasA,Gd,Y,SBrkr,6.984716320118266,672.0,0,7.468513271496337,0,0,2,0,4,1,TA,8,Typ,0,Missing,Basment,22.0,RFn,2,492.0,TA,TA,Y,325.0,12.0,0.0,0,0.0,0,Missing,0,6,2010,WD,Normal,12.007621706806335,0,0,0
1213,30,RL,3.912023005428146,9.142061531222888,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,68.0,59.0,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,344.0,Unf,0.0,328.0,672.0,GasA,TA,Y,SBrkr,6.51025834052315,0.0,0,6.51025834052315,1,0,1,0,2,1,TA,4,Typ,0,Missing,Attchd,68.0,Unf,1,234.0,TA,TA,N,0.0,113.0,0.0,0,0.0,0,Missing,0,8,2009,WD,Normal,11.635143097694478,0,0,0
1214,80,RL,4.23410650459726,9.234642664499148,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,4,9,41.0,5.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Gd,Av,GLQ,648.0,Unf,0.0,0.0,648.0,GasA,Ex,Y,SBrkr,6.866933284461882,0.0,0,6.866933284461882,1,1,0,0,0,1,TA,3,Typ,0,Missing,Attchd,41.0,Unf,1,364.0,TA,TA,Y,88.0,0.0,0.0,0,0.0,0,Missing,0,5,2006,WD,Normal,11.884489021402711,1,0,0
1215,85,RL,4.23410650459726,9.230633075243945,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,44.0,44.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,784.0,Unf,0.0,141.0,925.0,GasA,TA,Y,SBrkr,6.906754778648554,0.0,0,6.906754778648554,1,0,1,0,3,1,TA,6,Typ,0,Missing,Attchd,44.0,Unf,1,300.0,TA,TA,Y,150.0,72.0,0.0,0,0.0,0,Missing,0,5,2006,WD,Normal,11.809319478024031,0,0,0
1216,20,RL,4.59511985013459,8.867004635333567,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,41.0,41.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,180.0,LwQ,374.0,340.0,894.0,GasA,TA,Y,SBrkr,6.795705775173514,0.0,0,6.795705775173514,0,0,1,0,3,1,TA,5,Typ,0,Missing,Detchd,41.0,RFn,1,384.0,TA,TA,Y,0.0,0.0,0.0,0,0.0,0,MnPrv,0,5,2007,WD,Normal,11.736069016284437,0,0,0
1217,90,RM,4.219507705176107,9.097171673870545,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Rare,Norm,Duplex,1.5Fin,6,5,32.0,32.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,Slab,Missing,Missing,Missing,Missing,0.0,Missing,0.0,0.0,0.0,GasA,TA,Y,SBrkr,7.183870715062453,584.0,0,7.550661243105336,0,0,2,0,4,2,TA,8,Typ,0,Missing,Attchd,32.0,Unf,2,539.0,TA,TA,Y,0.0,0.0,0.0,0,0.0,0,Missing,0,4,2010,WD,Normal,11.626254150277232,0,0,0
1218,20,FV,4.276666119016055,9.064157861798101,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,0.0,0.0,Gable,CompShg,CemntBd,CmentBd,Stone,72.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,936.0,Unf,0.0,364.0,1300.0,GasA,Ex,Y,SBrkr,7.1808311990445555,0.0,0,7.1808311990445555,1,0,2,0,3,1,Gd,6,Typ,0,Missing,Attchd,0.0,RFn,2,552.0,TA,TA,Y,135.0,112.0,0.0,0,0.0,0,Missing,0,9,2009,New,Partial,12.343466568968994,0,0,0
1219,50,RM,3.9512437185814275,8.738735461363474,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,59.0,56.0,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,Slab,Missing,Missing,Missing,Missing,0.0,Missing,0.0,0.0,0.0,GasA,Gd,N,SBrkr,6.51025834052315,240.0,0,6.815639990074331,0,0,1,0,2,1,TA,3,Typ,0,Missing,Missing,26.0,Missing,0,0.0,Missing,Missing,N,0.0,0.0,0.0,0,0.0,0,Missing,0,7,2006,WD,Normal,11.296012463406655,0,0,1
1220,160,RM,4.23410650459726,9.156781342359631,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,35.0,35.0,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,TA,Y,SBrkr,6.51025834052315,546.0,0,7.1049654482698426,0,0,1,1,3,1,TA,7,Typ,0,Missing,Missing,26.0,Missing,0,0.0,Missing,Missing,N,201.0,0.0,0.0,0,0.0,0,Missing,0,4,2006,WD,Abnorml,11.424094251263613,0,0,1
